train_loss,valid_loss,accuracy,roc_auc_score,precision_score,specificity,recall_score,f1_score
0.7168575525283813,0.6886560320854187,0.5348837375640869,0.5995670995670996,0.5238095238095238,0.047619047619047616,1.0,0.6875
0.6680823564529419,0.6811792850494385,0.5116279125213623,0.7662337662337663,0.5116279069767442,0.0,1.0,0.676923076923077
0.6501116156578064,0.671424150466919,0.5116279125213623,0.8095238095238094,0.5116279069767442,0.0,1.0,0.676923076923077
0.6379231214523315,0.6666134595870972,0.5813953280448914,0.7597402597402597,0.5526315789473685,0.19047619047619047,0.9545454545454546,0.7
0.6283372640609741,0.676304042339325,0.5813953280448914,0.7099567099567099,0.5588235294117647,0.2857142857142857,0.8636363636363636,0.6785714285714286
0.6135234236717224,0.5948449969291687,0.8372092843055725,0.7727272727272727,0.8260869565217391,0.8095238095238095,0.8636363636363636,0.8444444444444444
0.5973921418190002,0.6299205422401428,0.6976743936538696,0.7640692640692641,0.7647058823529411,0.8095238095238095,0.5909090909090909,0.6666666666666666
0.5822484493255615,0.6032010316848755,0.6976743936538696,0.7683982683982684,0.7647058823529411,0.8095238095238095,0.5909090909090909,0.6666666666666666
0.5781595706939697,0.6292673349380493,0.7906976938247681,0.7554112554112554,0.76,0.7142857142857143,0.8636363636363636,0.8085106382978723
0.5596089363098145,0.6930192708969116,0.7209302186965942,0.7748917748917749,0.8125,0.8571428571428571,0.5909090909090909,0.6842105263157895
0.5446122288703918,0.6447704434394836,0.7441860437393188,0.7554112554112554,0.72,0.6666666666666666,0.8181818181818182,0.7659574468085106
0.5270476937294006,0.6328155398368835,0.6976743936538696,0.7424242424242424,0.7142857142857143,0.7142857142857143,0.6818181818181818,0.6976744186046512
0.5099402070045471,0.6817275285720825,0.6744186282157898,0.7402597402597403,0.6428571428571429,0.5238095238095238,0.8181818181818182,0.72
0.5209170579910278,0.7309775352478027,0.6511628031730652,0.7640692640692641,0.7692307692307693,0.8571428571428571,0.45454545454545453,0.5714285714285714
