train_loss,valid_loss,accuracy,roc_auc_score,precision_score,specificity,recall_score,f1_score
0.7277584671974182,0.6944712400436401,0.5116279125213623,0.43506493506493504,0.5,0.18181818181818182,0.8571428571428571,0.631578947368421
0.7019807696342468,0.6976989507675171,0.4883720874786377,0.5432900432900433,0.4883720930232558,0.0,1.0,0.65625
0.6597933173179626,0.6661701202392578,0.5348837375640869,0.7272727272727273,0.5128205128205128,0.13636363636363635,0.9523809523809523,0.6666666666666666
0.6580405235290527,0.5645050406455994,0.7674418687820435,0.7987012987012987,0.7894736842105263,0.8181818181818182,0.7142857142857143,0.75
0.6390491127967834,0.5253017544746399,0.7209302186965942,0.8246753246753247,0.7142857142857143,0.7272727272727273,0.7142857142857143,0.7142857142857143
0.6285718679428101,0.5187049508094788,0.7209302186965942,0.8268398268398268,0.7142857142857143,0.7272727272727273,0.7142857142857143,0.7142857142857143
0.6182630062103271,0.6968604922294617,0.604651153087616,0.7857142857142857,0.5526315789473685,0.22727272727272727,1.0,0.711864406779661
0.6120879054069519,0.5130985379219055,0.7674418687820435,0.8311688311688312,0.72,0.6818181818181818,0.8571428571428571,0.782608695652174
0.606343686580658,0.5650715231895447,0.6744186282157898,0.8376623376623377,0.7692307692307693,0.8636363636363636,0.47619047619047616,0.5882352941176471
0.597913920879364,0.5719054341316223,0.7441860437393188,0.8138528138528139,0.7272727272727273,0.7272727272727273,0.7619047619047619,0.7441860465116279
0.590293824672699,0.6108157634735107,0.6976743936538696,0.7424242424242424,0.6818181818181818,0.6818181818181818,0.7142857142857143,0.6976744186046512
0.5828980803489685,1.643872618675232,0.6279069781303406,0.7857142857142857,1.0,1.0,0.23809523809523808,0.38461538461538464
0.565941333770752,0.6856300234794617,0.6744186282157898,0.7467532467532467,0.64,0.5909090909090909,0.7619047619047619,0.6956521739130435
0.5605456829071045,0.6398855447769165,0.6744186282157898,0.8268398268398269,0.8181818181818182,0.9090909090909091,0.42857142857142855,0.5625
0.5551034808158875,0.5782719254493713,0.6976743936538696,0.7878787878787878,0.6818181818181818,0.6818181818181818,0.7142857142857143,0.6976744186046512
0.5505958795547485,0.5391610860824585,0.7441860437393188,0.8636363636363635,0.8571428571428571,0.9090909090909091,0.5714285714285714,0.6857142857142857
0.5423457026481628,0.8854268789291382,0.5581395626068115,0.5367965367965367,0.6,0.8181818181818182,0.2857142857142857,0.3870967741935484
0.52997887134552,1.8381575345993042,0.5348837375640869,0.8116883116883116,1.0,1.0,0.047619047619047616,0.09090909090909091
0.5387105941772461,4.1488165855407715,0.5581395626068115,0.8008658008658008,1.0,1.0,0.09523809523809523,0.17391304347826086
0.5625166893005371,0.6214413642883301,0.6279069781303406,0.7857142857142857,0.5757575757575758,0.36363636363636365,0.9047619047619048,0.7037037037037037
0.5567798614501953,0.9090613722801208,0.5813953280448914,0.7510822510822511,1.0,1.0,0.14285714285714285,0.25
0.5498412847518921,1.900047779083252,0.5348837375640869,0.854978354978355,1.0,1.0,0.047619047619047616,0.09090909090909091
0.5483115315437317,0.6708310842514038,0.6976743936538696,0.761904761904762,0.6538461538461539,0.5909090909090909,0.8095238095238095,0.723404255319149
0.5444239377975464,1.5835537910461426,0.5348837375640869,0.8138528138528138,0.6666666666666666,0.9545454545454546,0.09523809523809523,0.16666666666666666
0.5302950143814087,0.6097713112831116,0.6976743936538696,0.7835497835497836,0.9,0.9545454545454546,0.42857142857142855,0.5806451612903226
0.5236133933067322,0.7786430716514587,0.7209302186965942,0.7164502164502164,1.0,1.0,0.42857142857142855,0.6
0.5020061135292053,2.7372653484344482,0.5348837375640869,0.8701298701298701,1.0,1.0,0.047619047619047616,0.09090909090909091
